id,fails,passes,Priority,CreatedDate,Steps,LastResult
3681,8,3,1,2021-08-22,12,0
3682,10,3,2,2021-10-30,4,0
3683,9,3,1,2021-09-01,29,1
3684,4,1,1,2021-08-20,28,1
3685,5,4,2,2021-08-17,30,0
3686,10,1,3,2021-08-30,26,0
3687,7,10,2,2021-09-18,16,1
3688,2,10,3,2021-12-16,19,1
3689,10,1,1,2021-11-04,8,0
3690,2,1,3,2021-11-25,15,0
3691,10,4,3,2021-11-09,21,0
3692,9,4,3,2021-12-07,21,1
3693,8,5,3,2021-08-03,2,0
3694,10,1,1,2021-08-24,10,1
3695,4,3,3,2021-10-11,4,1
3696,2,1,2,2021-10-27,26,0
3697,6,6,3,2021-12-03,6,1
3698,5,1,3,2021-10-01,19,0
3699,9,5,1,2021-08-25,18,1
3700,5,9,1,2021-12-19,25,0
3701,8,7,3,2021-09-27,6,1
3702,8,6,2,2021-08-12,1,1
3703,1,7,3,2021-11-19,21,0
3704,4,6,3,2021-12-18,12,1
3705,7,1,3,2021-10-12,9,0
3706,1,4,2,2021-11-12,6,0
3707,10,10,1,2021-09-01,22,0
3708,4,3,1,2021-11-11,10,1
3709,5,5,3,2021-08-19,23,0
3710,8,4,1,2021-11-13,28,1
3711,8,6,2,2021-08-13,4,1
3712,7,8,3,2021-08-31,7,0
3713,5,5,2,2021-12-16,6,1
3714,10,2,2,2021-10-12,26,0
3715,6,7,3,2021-11-06,6,0
3716,9,4,1,2021-09-11,9,0
3717,9,9,1,2021-12-11,16,0
3718,2,7,2,2021-09-26,16,0
3719,5,8,3,2021-12-10,15,0
3720,4,9,2,2021-08-20,3,1
3721,10,8,3,2021-12-15,27,0
3722,10,4,3,2021-11-20,7,1
3723,3,8,2,2021-12-17,5,0
3724,2,10,3,2021-08-03,26,1
3725,2,9,1,2021-10-07,8,1
3726,7,4,1,2021-08-15,26,1
3727,6,7,2,2021-10-15,19,0
3728,10,3,3,2021-12-29,15,0
3729,5,1,2,2021-09-10,16,0
3730,1,3,2,2021-09-09,7,0
3731,8,1,3,2021-12-09,26,1
3732,6,9,3,2021-08-26,2,1
3733,4,1,2,2021-09-09,19,1
3734,1,3,3,2021-11-08,26,0
3735,1,9,3,2021-10-20,26,0
3736,4,9,1,2021-11-14,25,1
3737,7,2,1,2021-12-04,12,0
3738,6,8,1,2021-08-21,13,1
3739,6,10,3,2021-08-04,24,1
3740,8,10,1,2021-09-29,5,1
3741,2,3,2,2021-12-24,8,1
3742,4,10,1,2021-09-08,25,1
3743,9,5,3,2021-09-04,3,1
3744,3,7,3,2021-08-08,1,0
3745,10,10,1,2021-11-01,16,0
3746,3,4,3,2021-11-07,16,1
3747,4,8,3,2021-10-07,6,0
3748,3,4,1,2021-12-10,17,0
3749,5,3,1,2021-10-23,26,0
3750,9,10,3,2021-08-07,6,0
3751,6,1,2,2021-12-26,21,1
3752,5,2,1,2021-12-20,19,0
3753,7,9,3,2021-10-18,9,1
3754,3,3,1,2021-10-21,15,0
3755,8,7,3,2021-08-09,8,1
3756,2,6,2,2021-10-18,13,0
3757,1,6,3,2021-10-08,12,0
3758,5,5,3,2021-11-07,6,1
3759,7,6,3,2021-10-11,25,0
3760,7,4,2,2021-11-25,17,1
3761,2,3,1,2021-12-01,27,1
3762,9,8,1,2021-12-16,5,1
3763,2,9,1,2021-12-09,28,0
3764,10,2,3,2021-10-21,26,1
3765,2,2,3,2021-11-18,18,1
3766,6,1,2,2021-11-29,22,1
3767,1,5,2,2021-11-20,19,1
3768,6,7,2,2021-08-05,29,1
3769,10,2,1,2021-11-16,30,0
3770,7,5,2,2021-09-12,8,0
3771,10,7,2,2021-10-06,4,1
3772,3,7,2,2021-08-28,13,0
3773,9,8,3,2021-10-12,8,0
3774,4,6,1,2021-08-21,13,1
3775,1,2,1,2021-11-09,18,1
3776,4,5,3,2021-10-02,11,0
3777,4,8,1,2021-10-23,27,1
3778,9,10,3,2021-12-28,10,0
3779,6,9,1,2021-08-06,17,1
3780,1,7,2,2021-11-07,21,0
3781,5,4,2,2021-12-03,20,1
3782,9,3,1,2021-10-10,4,1
3783,7,5,1,2021-10-19,2,0
3784,3,10,2,2021-08-01,28,1
3785,4,9,2,2021-10-23,6,1
3786,9,8,3,2021-09-26,24,0
3787,7,7,3,2021-08-26,19,1
3788,1,9,1,2021-08-12,21,1
3789,9,8,1,2021-10-01,2,1
3790,10,3,2,2021-08-12,3,0
3791,10,4,2,2021-12-23,28,0
3792,7,2,1,2021-12-09,26,1
3793,1,6,3,2021-08-16,10,0
3794,5,3,3,2021-08-18,5,0
3795,9,5,2,2021-10-22,30,1
3796,1,3,1,2021-11-22,9,0
3797,2,9,1,2021-10-21,9,1
3798,9,9,1,2021-12-08,16,0
3799,7,2,1,2021-11-06,21,0
3800,8,2,2,2021-08-03,27,1
3801,8,3,2,2021-11-17,10,1
3802,9,9,1,2021-10-15,30,1
3803,1,1,2,2021-08-28,16,0
3804,1,9,2,2021-09-23,21,0
3805,5,7,3,2021-08-26,28,1
3806,4,10,1,2021-09-22,27,1
3807,6,8,1,2021-11-25,6,1
3808,10,2,1,2021-09-30,27,1
3809,3,1,3,2021-10-24,10,1
3810,8,9,2,2021-09-17,14,0
3811,10,2,1,2021-12-02,5,0
3812,7,6,1,2021-10-12,8,1
3813,3,7,1,2021-09-19,29,1
3814,6,5,3,2021-09-27,8,0
3815,2,7,1,2021-08-08,29,1
3816,1,2,3,2021-12-25,7,1
3817,7,10,2,2021-09-25,21,0
3818,5,3,1,2021-12-25,6,1
3819,8,4,3,2021-10-03,4,1
3820,6,4,1,2021-08-03,9,0
3821,9,4,1,2021-10-05,6,1
3822,5,2,3,2021-11-05,10,1
3823,2,7,3,2021-08-27,4,0
3824,4,6,3,2021-12-03,30,0
3825,2,4,3,2021-08-12,15,0
3826,8,1,3,2021-12-14,24,0
3827,10,2,3,2021-12-13,12,1
3828,7,2,3,2021-08-05,24,0
3829,4,10,2,2021-09-08,18,1
3830,4,4,1,2021-09-27,29,1
3831,8,6,3,2021-09-23,14,0
3832,2,4,1,2021-09-21,18,1
3833,4,6,1,2021-12-15,3,0
3834,10,8,2,2021-11-18,15,0
3835,4,7,1,2021-09-04,21,1
3836,10,3,3,2021-11-29,28,0
3837,6,3,2,2021-11-28,21,0
3838,8,10,3,2021-11-09,20,0
3839,1,5,3,2021-09-08,28,1
3840,4,1,2,2021-10-12,11,0
3841,3,6,1,2021-09-08,27,1
3842,9,5,3,2021-12-13,4,1
3843,7,8,2,2021-12-02,22,1
3844,6,5,3,2021-11-17,21,1
3845,1,5,2,2021-12-14,20,1
3846,8,4,1,2021-09-06,30,0
3847,6,1,1,2021-08-11,22,1
3848,3,5,1,2021-09-08,25,0
3849,4,7,2,2021-08-25,9,1
3850,2,4,2,2021-09-27,7,1
3851,7,2,1,2021-08-25,11,1
3852,10,7,3,2021-10-25,17,0
3853,1,4,2,2021-10-12,18,0
3854,4,10,3,2021-12-30,25,0
3855,1,3,2,2021-12-01,20,1
3856,4,5,3,2021-11-04,19,0
3857,8,2,2,2021-10-06,27,1
3858,4,2,3,2021-11-26,18,0
3859,6,3,1,2021-10-01,28,1
3860,9,2,1,2021-09-21,6,1
3861,5,1,3,2021-11-12,5,0
3862,4,2,3,2021-12-23,21,1
3863,5,6,2,2021-12-05,8,0
3864,6,10,2,2021-08-24,10,1
3865,4,8,1,2021-10-30,30,0
3866,10,7,3,2021-12-03,8,1
3867,2,6,3,2021-08-30,12,0
3868,4,4,3,2021-09-04,20,0
3869,5,5,3,2021-08-25,25,0
3870,8,1,3,2021-09-09,30,1
3871,7,4,1,2021-09-28,26,1
3872,5,10,3,2021-08-25,22,0
3873,9,2,2,2021-12-16,16,1
3874,7,6,2,2021-09-16,5,0
3875,10,7,1,2021-09-05,20,0
3876,1,3,2,2021-10-24,28,0
3877,7,9,1,2021-10-22,30,1
3878,6,2,3,2021-11-08,6,0
3879,4,1,1,2021-12-12,20,0
3880,4,7,2,2021-08-04,7,0
3881,2,9,1,2021-10-24,17,0
3882,8,6,1,2021-09-01,6,0
3883,8,2,2,2021-11-29,12,0
3884,7,4,2,2021-08-18,24,0
3885,7,10,3,2021-10-18,2,0
3886,6,5,2,2021-12-13,2,1
3887,6,7,3,2021-10-27,7,1
3888,2,9,1,2021-09-13,26,0
3889,2,5,3,2021-10-21,10,1
3890,1,6,1,2021-08-14,9,0
3891,7,9,1,2021-09-07,16,0
3892,6,3,3,2021-08-19,12,1
3893,10,3,1,2021-12-08,6,0
3894,6,10,3,2021-09-09,1,1
3895,9,10,2,2021-10-04,29,0
3896,10,8,1,2021-09-13,7,0
3897,9,1,3,2021-08-14,7,1
3898,3,3,3,2021-08-04,16,1
3899,9,6,3,2021-11-01,25,0
3900,3,2,1,2021-09-14,18,0
3901,10,5,1,2021-09-10,29,0
3902,7,6,2,2021-11-23,14,1
3903,10,2,1,2021-10-12,6,0
3904,1,9,1,2021-09-15,4,0
3905,6,8,1,2021-08-21,24,0
3906,1,6,1,2021-09-23,21,1
3907,2,5,3,2021-12-18,7,1
3908,3,2,3,2021-12-25,19,1
3909,3,9,2,2021-11-22,27,1
3910,7,6,1,2021-09-20,13,1
3911,10,1,3,2021-11-10,19,0
3912,8,8,2,2021-10-25,15,0
3913,6,1,3,2021-11-21,24,1
3914,9,8,1,2021-12-09,9,1
3915,4,3,2,2021-12-22,14,0
3916,1,9,1,2021-10-03,5,1
3917,9,1,1,2021-12-03,26,1
3918,7,6,1,2021-09-28,26,0
3919,4,3,3,2021-11-21,13,0
3920,7,7,1,2021-08-02,10,1
3921,7,1,3,2021-10-07,12,1
3922,10,4,1,2021-12-12,16,1
3923,2,1,1,2021-08-26,4,1
3924,2,10,3,2021-12-14,7,0
3925,4,9,2,2021-10-08,7,1
3926,9,2,2,2021-10-26,22,1
3927,1,9,2,2021-08-06,29,1
3928,5,2,1,2021-08-17,11,0
3929,2,4,1,2021-09-01,19,0
3930,1,1,1,2021-09-14,7,0
3931,1,6,1,2021-10-02,7,1
3932,7,7,2,2021-09-15,5,0
3933,6,9,1,2021-09-25,3,0
3934,7,9,1,2021-10-13,5,1
3935,4,1,1,2021-08-07,20,1
3936,4,5,2,2021-08-09,21,1
3937,7,3,2,2021-08-22,4,1
3938,6,10,2,2021-09-10,13,1
3939,3,2,1,2021-10-29,4,0
3940,7,10,2,2021-11-04,15,1
3941,8,6,2,2021-11-25,3,1
3942,9,1,1,2021-09-26,25,1
3943,5,6,2,2021-12-05,27,1
3944,2,2,1,2021-12-21,27,0
3945,8,5,1,2021-12-19,18,1
3946,4,1,2,2021-10-03,19,0
3947,8,3,3,2021-08-03,19,0
3948,3,2,2,2021-11-25,2,0
3949,6,8,3,2021-11-10,27,0
3950,6,10,2,2021-12-13,9,0
3951,10,7,1,2021-11-17,8,0
3952,2,7,3,2021-11-04,24,1
3953,8,6,2,2021-09-01,2,0
3954,9,1,2,2021-08-04,3,0
3955,9,2,2,2021-11-20,4,1
3956,6,1,3,2021-11-26,1,0
3957,2,4,1,2021-10-18,21,0
3958,7,5,2,2021-11-09,4,0
3959,4,3,2,2021-12-09,19,1
3960,10,5,3,2021-08-16,27,1
3961,5,2,1,2021-08-19,20,1
3962,3,3,3,2021-10-11,12,0
3963,9,1,1,2021-08-13,23,1
3964,2,1,2,2021-11-19,10,0
3965,5,9,2,2021-11-26,13,1
3966,8,1,1,2021-11-14,28,0
3967,3,7,3,2021-09-05,16,0
3968,6,10,1,2021-12-25,24,1
3969,9,8,2,2021-11-06,29,0
3970,9,7,1,2021-10-19,3,1
3971,9,8,1,2021-09-11,14,1
3972,1,6,1,2021-09-14,15,0
3973,2,5,3,2021-08-02,16,0
3974,5,2,1,2021-12-06,16,0
3975,7,1,1,2021-08-04,16,0
3976,6,3,2,2021-10-28,4,1
3977,9,7,1,2021-10-30,16,1
3978,9,5,1,2021-09-16,10,1
3979,1,3,3,2021-09-29,1,0
3980,5,5,1,2021-12-08,17,0
3981,9,10,2,2021-08-25,5,1
3982,9,7,2,2021-11-04,17,0
3983,5,7,2,2021-09-17,4,0
3984,8,8,1,2021-10-19,17,0
3985,5,2,2,2021-11-10,2,1
3986,7,1,1,2021-10-20,9,0
3987,7,8,3,2021-11-06,9,0
3988,2,10,3,2021-10-29,14,0
3989,1,1,1,2021-10-21,15,1
3990,5,10,3,2021-09-13,9,1
3991,1,9,1,2021-11-25,28,0
3992,10,5,2,2021-08-04,9,1
3993,4,9,3,2021-09-04,24,1
3994,4,1,1,2021-12-16,13,1
3995,2,8,3,2021-11-13,2,0
3996,3,5,1,2021-09-06,4,1
3997,3,2,1,2021-11-13,3,0
3998,7,4,1,2021-11-17,6,0
3999,6,5,1,2021-10-23,8,1
4000,2,6,1,2021-11-09,30,0
4001,1,8,2,2021-08-28,10,1
4002,4,9,1,2021-11-22,9,1
4003,4,2,2,2021-12-27,9,0
4004,6,1,3,2021-10-25,20,0
4005,10,8,3,2021-09-17,5,0
4006,2,8,2,2021-09-04,21,0
4007,1,5,3,2021-09-18,20,1
4008,10,7,1,2021-08-24,23,0
4009,7,4,3,2021-10-30,15,0
4010,10,5,2,2021-11-17,7,0
4011,6,10,1,2021-10-27,21,0
4012,7,6,1,2021-10-22,27,0
4013,5,6,1,2021-10-09,12,0
4014,9,7,1,2021-09-12,2,0
4015,10,2,2,2021-11-21,9,0
4016,9,2,1,2021-10-09,5,1
4017,8,6,3,2021-08-10,4,1
4018,3,8,3,2021-10-11,24,0
4019,1,3,3,2021-09-08,5,1
4020,7,9,2,2021-11-15,4,1
4021,8,6,2,2021-10-26,20,0
4022,1,10,3,2021-09-30,7,1
4023,7,2,2,2021-12-30,11,0
4024,7,4,2,2021-11-21,4,1
4025,7,4,1,2021-10-02,17,1
4026,10,1,1,2021-10-02,30,1
4027,10,2,3,2021-11-07,30,1
4028,6,3,2,2021-09-29,16,0
4029,9,5,2,2021-09-11,15,1
4030,2,7,1,2021-10-28,17,1
4031,10,2,2,2021-11-18,25,0
4032,10,5,3,2021-12-25,24,1
4033,5,6,2,2021-08-20,11,1
4034,1,7,2,2021-12-11,6,0
4035,9,8,2,2021-09-27,6,0
4036,6,10,3,2021-12-16,3,1
4037,6,5,1,2021-12-21,16,0
4038,5,7,3,2021-12-27,7,0
4039,10,2,3,2021-11-07,30,1
4040,8,4,1,2021-10-06,14,0
4041,9,10,2,2021-10-21,24,0
4042,5,7,1,2021-10-09,30,1
4043,4,8,3,2021-08-23,18,1
4044,9,5,3,2021-12-20,1,1
4045,6,1,2,2021-09-17,24,0
4046,4,2,3,2021-11-03,10,0
4047,8,3,1,2021-12-01,6,0
4048,9,6,2,2021-08-18,21,0
4049,1,3,3,2021-12-08,13,1
4050,3,9,2,2021-09-23,15,1
4051,6,7,3,2021-11-02,12,0
4052,3,7,2,2021-11-05,26,1
4053,3,8,1,2021-11-10,13,0
4054,1,1,3,2021-10-11,22,0
4055,4,8,2,2021-11-15,17,0
4056,8,9,2,2021-08-14,2,1
4057,4,4,2,2021-10-23,19,1
4058,3,10,1,2021-10-19,22,0
4059,10,4,2,2021-11-28,6,0
4060,2,1,1,2021-11-05,8,0
4061,9,3,3,2021-08-28,1,0
4062,4,10,2,2021-10-16,23,1
4063,9,10,1,2021-09-03,8,0
4064,4,8,2,2021-08-02,8,0
4065,10,2,3,2021-08-25,18,0
4066,4,2,2,2021-12-14,1,1
4067,3,8,1,2021-12-23,24,1
4068,4,4,3,2021-09-03,4,0
4069,9,6,2,2021-12-02,2,0
4070,7,10,3,2021-09-03,21,0
4071,7,5,3,2021-10-21,27,0
4072,10,1,2,2021-11-04,6,1
4073,6,7,1,2021-08-17,6,0
4074,1,5,2,2021-11-09,9,0
4075,5,6,3,2021-09-26,25,1
4076,6,2,1,2021-10-10,26,0
4077,2,2,2,2021-10-05,8,0
4078,7,6,1,2021-08-13,24,1
4079,3,5,2,2021-10-30,23,0
4080,4,3,1,2021-09-07,22,1
4081,5,2,3,2021-12-25,2,1
4082,4,2,3,2021-08-23,20,0
4083,3,2,2,2021-08-25,24,1
4084,4,9,2,2021-11-06,28,1
4085,9,9,3,2021-09-11,22,1
4086,5,10,3,2021-09-13,11,1
4087,8,7,3,2021-09-02,30,0
4088,1,10,2,2021-08-12,13,0
4089,2,6,1,2021-11-30,1,0
4090,9,2,2,2021-09-09,19,0
4091,10,7,2,2021-09-13,27,0
4092,3,4,2,2021-10-07,19,1
4093,2,2,3,2021-10-20,19,1
4094,1,5,2,2021-08-21,3,1
4095,5,8,3,2021-12-03,29,1
4096,2,4,1,2021-09-30,5,1
4097,1,6,3,2021-08-18,21,1
4098,1,3,1,2021-08-09,14,1
4099,5,6,3,2021-12-19,7,0
4100,9,1,2,2021-08-06,1,0
4101,2,9,2,2021-09-07,21,0
4102,8,6,1,2021-09-19,22,1
4103,3,4,1,2021-10-25,25,1
4104,9,7,2,2021-10-19,9,0
4105,9,9,1,2021-10-22,22,1
4106,8,3,3,2021-11-29,21,0
4107,8,3,3,2021-11-15,21,0
4108,3,2,1,2021-08-18,12,0
4109,8,2,1,2021-08-18,12,1
4110,1,5,2,2021-11-06,19,0
4111,3,5,3,2021-12-30,13,1
4112,5,4,3,2021-09-08,11,0
4113,3,8,2,2021-08-27,18,0
4114,9,2,3,2021-10-10,27,1
4115,3,10,3,2021-10-29,27,1
4116,9,4,1,2021-09-10,9,1
4117,1,2,2,2021-11-28,4,0
4118,3,6,3,2021-08-14,28,1
4119,10,4,2,2021-08-25,21,1
4120,3,2,1,2021-09-12,11,0
4121,8,5,2,2021-12-08,23,0
4122,10,5,2,2021-11-03,3,0
4123,7,4,1,2021-08-30,17,1
4124,6,1,3,2021-08-23,24,1
4125,5,8,2,2021-12-14,13,1
4126,6,5,1,2021-11-13,2,0
4127,8,8,3,2021-08-05,6,1
4128,10,3,3,2021-10-25,9,1
4129,5,8,2,2021-11-26,11,1
4130,5,7,3,2021-08-14,20,0
4131,10,3,2,2021-12-07,22,0
4132,4,5,1,2021-08-10,17,0
4133,2,7,3,2021-12-21,10,1
4134,5,10,3,2021-12-08,5,0
4135,8,5,1,2021-08-16,29,1
4136,4,8,1,2021-11-29,29,0
4137,8,7,1,2021-11-14,12,1
4138,7,9,3,2021-11-25,30,0
4139,8,10,1,2021-11-08,5,0
4140,8,5,3,2021-12-11,8,1
4141,3,2,2,2021-09-02,28,1
4142,9,2,3,2021-08-31,7,1
4143,6,10,2,2021-12-10,15,1
4144,10,10,2,2021-10-05,28,1
4145,8,10,3,2021-12-14,14,0
4146,7,10,2,2021-11-13,23,1
4147,4,8,3,2021-10-07,16,1
4148,5,1,1,2021-08-08,8,1
4149,6,5,3,2021-10-06,13,1
4150,1,7,1,2021-08-02,22,1
4151,5,8,2,2021-09-14,27,1
4152,3,10,3,2021-10-14,29,0
4153,6,2,1,2021-08-26,29,1
4154,9,1,1,2021-10-13,5,1
4155,4,10,2,2021-11-20,20,1
4156,9,4,1,2021-09-22,28,1
4157,5,9,1,2021-09-17,30,0
4158,8,2,2,2021-09-05,24,1
4159,7,1,1,2021-08-03,16,1
4160,8,8,2,2021-12-15,5,1
4161,8,8,3,2021-08-17,25,0
4162,5,4,1,2021-12-03,27,0
4163,7,10,3,2021-10-07,22,1
4164,8,2,1,2021-11-05,2,1
4165,6,1,3,2021-11-05,3,0
4166,3,6,2,2021-10-16,29,0
4167,9,8,1,2021-12-27,6,0
4168,7,10,3,2021-11-02,18,1
4169,8,10,3,2021-11-30,17,1
4170,7,7,2,2021-09-17,20,1
4171,10,1,1,2021-09-26,27,1
4172,1,9,1,2021-09-23,12,1
4173,2,1,3,2021-08-31,30,1
4174,2,6,3,2021-10-11,12,0
4175,6,3,2,2021-10-31,29,1
4176,7,9,3,2021-09-14,30,0
4177,9,8,1,2021-12-13,25,0
4178,6,6,3,2021-10-27,5,1
4179,1,3,1,2021-08-09,10,1
4180,2,4,3,2021-12-27,10,0
4181,4,1,1,2021-10-01,11,0
4182,9,7,3,2021-12-24,22,1
4183,3,3,1,2021-12-11,26,0
4184,10,3,2,2021-11-06,26,1
4185,2,1,3,2021-08-29,28,1
4186,3,10,2,2021-08-23,27,0
4187,2,2,2,2021-10-24,28,0
4188,6,7,3,2021-10-07,17,0
4189,1,8,2,2021-09-20,7,0
4190,9,2,3,2021-11-15,3,1
4191,6,8,1,2021-11-24,25,1
4192,3,2,3,2021-12-05,10,1
4193,7,4,3,2021-08-07,12,0
4194,10,9,1,2021-09-12,14,1
4195,9,2,2,2021-08-16,27,0
4196,9,1,2,2021-08-17,3,1
4197,1,9,2,2021-11-17,6,1
4198,5,6,1,2021-11-20,7,1
4199,2,10,2,2021-11-05,12,1
4200,8,10,2,2021-08-16,11,1
4201,7,5,2,2021-10-28,26,0
4202,5,2,1,2021-12-10,12,0
4203,10,2,2,2021-11-16,9,1
4204,2,6,1,2021-10-16,18,1
4205,4,10,1,2021-10-15,12,0
4206,5,1,1,2021-12-29,11,0
4207,2,9,2,2021-09-07,29,0
4208,4,3,2,2021-11-24,2,0
4209,9,6,1,2021-08-06,9,1
4210,10,3,3,2021-10-24,27,0
4211,2,2,3,2021-08-28,8,1
4212,8,3,1,2021-09-08,4,1
4213,5,7,3,2021-11-30,4,1
4214,5,6,2,2021-11-01,16,0
4215,5,8,1,2021-12-25,21,0
4216,5,2,3,2021-08-20,29,0
4217,7,10,1,2021-12-26,8,0
4218,1,10,1,2021-09-17,24,0
4219,2,4,1,2021-08-28,14,1
4220,3,8,1,2021-11-18,9,0
4221,3,4,2,2021-10-23,19,0
4222,6,1,2,2021-09-05,2,1
4223,9,5,1,2021-09-07,26,0
4224,3,5,3,2021-08-01,6,0
4225,4,6,2,2021-09-15,20,0
4226,5,1,1,2021-11-15,11,1
4227,8,4,1,2021-08-12,22,1
4228,9,8,2,2021-10-20,5,0
4229,4,8,2,2021-12-23,3,0
4230,9,7,3,2021-08-18,11,1
4231,9,10,1,2021-11-12,6,0
4232,10,8,1,2021-11-12,4,0
4233,7,2,2,2021-09-12,2,0
4234,1,3,2,2021-11-13,18,0
4235,8,1,1,2021-12-11,30,0
4236,8,7,3,2021-10-25,7,1
4237,2,7,2,2021-08-23,3,1
4238,3,3,2,2021-08-28,26,1
4239,5,9,2,2021-08-23,20,1
4240,6,8,1,2021-09-08,5,1
4241,7,2,1,2021-12-21,25,1
4242,8,1,2,2021-11-11,12,0
4243,2,9,1,2021-11-04,29,1
4244,6,8,3,2021-12-11,15,0
4245,9,5,3,2021-08-14,29,0
4246,1,10,3,2021-12-02,3,0
4247,6,4,3,2021-12-11,29,0
4248,9,4,1,2021-08-25,22,0
4249,2,5,1,2021-11-07,5,0
4250,5,6,3,2021-09-14,20,0
4251,4,9,1,2021-08-03,24,1
4252,3,4,2,2021-10-07,15,0
4253,8,2,3,2021-09-16,13,1
4254,2,9,3,2021-08-28,11,1
4255,1,2,3,2021-11-05,28,1
4256,10,3,3,2021-09-17,20,0
4257,7,9,1,2021-08-05,17,0
4258,7,9,1,2021-11-22,4,1
4259,3,7,2,2021-12-09,20,0
4260,3,2,3,2021-10-03,24,1
4261,10,4,2,2021-08-21,23,0
4262,1,1,2,2021-09-09,29,0
4263,9,4,2,2021-08-29,9,0
4264,7,10,2,2021-10-24,18,1
4265,9,4,2,2021-12-02,25,1
4266,5,10,3,2021-09-12,3,0
4267,8,3,2,2021-10-18,22,0
4268,8,7,1,2021-08-05,24,0
4269,2,5,3,2021-10-16,24,0
4270,3,3,3,2021-10-30,9,1
4271,3,2,2,2021-09-05,4,0
4272,3,8,1,2021-09-13,30,0
4273,3,2,2,2021-12-29,19,0
4274,6,2,3,2021-08-22,5,1
4275,7,9,3,2021-12-12,9,1
4276,6,8,2,2021-11-10,9,1
4277,3,9,1,2021-09-20,8,1
4278,10,10,1,2021-12-12,24,0
4279,9,9,2,2021-09-14,28,1
4280,3,9,3,2021-12-15,2,0
4281,9,10,2,2021-10-27,14,1
4282,4,9,1,2021-08-12,14,0
4283,7,6,3,2021-10-03,30,1
4284,2,10,1,2021-09-24,12,1
4285,7,4,3,2021-12-17,5,1
4286,2,2,1,2021-09-25,24,0
4287,3,9,3,2021-10-29,21,1
4288,1,10,1,2021-08-30,16,0
4289,3,1,1,2021-08-22,1,1
4290,1,4,1,2021-12-24,3,0
4291,7,1,3,2021-09-06,30,0
4292,8,4,1,2021-09-15,11,0
4293,2,4,3,2021-12-15,23,0
4294,4,2,2,2021-10-22,21,1
4295,3,2,3,2021-10-14,6,1
4296,6,5,3,2021-08-28,24,0
4297,6,9,2,2021-09-12,25,1
4298,8,1,3,2021-09-17,6,0
4299,1,8,1,2021-11-11,15,1
4300,10,9,1,2021-10-03,19,0
4301,2,3,1,2021-12-20,2,0
4302,1,7,1,2021-09-19,28,1
4303,6,5,2,2021-12-02,12,0
4304,4,1,3,2021-11-28,3,0
4305,9,2,3,2021-12-05,28,0
4306,10,5,2,2021-10-16,14,1
4307,4,9,1,2021-09-24,4,1
4308,8,3,1,2021-08-01,24,1
4309,8,4,1,2021-11-15,11,0
4310,2,9,1,2021-11-05,29,1
4311,8,6,3,2021-10-15,3,0
4312,8,2,2,2021-09-04,24,0
4313,10,6,3,2021-08-01,19,0
4314,7,7,1,2021-11-10,12,1
4315,9,4,1,2021-12-01,13,0
4316,7,2,3,2021-12-05,24,0
4317,8,4,2,2021-09-09,17,0
4318,4,4,2,2021-11-12,26,1
4319,2,4,1,2021-10-23,15,1
4320,8,6,2,2021-12-13,6,1
4321,7,3,3,2021-10-19,5,1
4322,4,1,2,2021-09-26,30,1
4323,6,7,1,2021-10-27,12,0
4324,6,3,3,2021-11-13,8,1
4325,5,9,3,2021-10-19,3,1
4326,10,2,2,2021-09-21,8,0
4327,7,8,3,2021-09-20,28,1
4328,5,5,3,2021-12-05,12,1
4329,10,10,1,2021-08-01,2,0
4330,7,10,1,2021-09-05,27,1
4331,5,2,3,2021-10-11,12,1
4332,10,1,2,2021-08-21,1,1
4333,4,3,1,2021-12-03,8,1
4334,9,8,2,2021-09-13,28,0
4335,4,8,3,2021-11-11,20,1
4336,10,10,1,2021-11-26,28,0
4337,9,6,3,2021-08-20,29,1
4338,3,7,3,2021-10-29,29,0
4339,10,9,3,2021-12-11,6,0
4340,5,8,2,2021-10-10,2,0
4341,6,1,2,2021-08-29,27,1
4342,6,5,2,2021-08-09,18,0
4343,8,6,3,2021-12-28,19,1
4344,4,1,3,2021-11-17,14,1
4345,4,7,3,2021-09-18,9,0
4346,6,6,3,2021-10-10,28,1
4347,1,4,2,2021-12-23,2,1
4348,7,6,3,2021-09-13,23,0
4349,7,10,1,2021-09-04,18,1
4350,1,9,2,2021-10-11,20,1
4351,3,8,1,2021-11-25,29,0
4352,4,4,3,2021-10-02,2,0
4353,4,8,2,2021-10-13,10,1
4354,9,7,3,2021-11-01,10,0
4355,3,8,1,2021-11-04,27,1
4356,10,4,1,2021-09-03,3,1
4357,7,5,2,2021-09-10,9,0
4358,2,2,2,2021-11-23,8,0
4359,2,10,1,2021-08-17,5,0
4360,7,9,1,2021-12-21,20,0
4361,7,10,3,2021-10-03,17,1
4362,3,6,2,2021-09-19,25,1
4363,5,10,3,2021-12-08,9,0
4364,7,6,1,2021-08-24,4,0
4365,10,6,2,2021-10-28,22,0
4366,1,3,1,2021-10-06,11,0
4367,7,5,1,2021-12-16,26,1
4368,2,4,1,2021-08-26,18,1
4369,1,4,3,2021-08-07,19,0
4370,4,3,2,2021-11-08,2,1
4371,5,8,2,2021-08-04,3,1
4372,9,1,2,2021-08-28,24,0
4373,10,9,1,2021-10-18,12,1
4374,6,9,1,2021-10-27,24,1
4375,1,5,2,2021-08-27,9,0
4376,4,4,1,2021-10-22,7,1
4377,9,8,1,2021-12-02,11,1
4378,2,10,1,2021-11-03,9,1
